step,t,delta_norm_mean,delta_norm_std,cos_prev_mean,cos_prev_std,vc_norm_mean,vu_norm_mean,subj,action,seed
0,0.0,0.2484443634748459,0.01632693223655224,nan,nan,222.9792938232422,223.03732299804688,S10,box,1
1,0.012500000186264515,0.2562141418457031,0.01752341352403164,0.7465218901634216,0.03089151717722416,223.22933959960938,223.28590393066406,S10,box,1
2,0.02500000037252903,0.26418665051460266,0.01820104382932186,0.7620068192481995,0.03312250226736069,223.44354248046875,223.4980010986328,S10,box,1
3,0.03750000149011612,0.27520379424095154,0.020800404250621796,0.7771046161651611,0.031501177698373795,223.62928771972656,223.6814727783203,S10,box,1
4,0.05000000074505806,0.2896214425563812,0.025190232321619987,0.7975580096244812,0.026335161179304123,223.76820373535156,223.8186798095703,S10,box,1
5,0.0625,0.30442970991134644,0.026537233963608742,0.8133723735809326,0.028297482058405876,223.8795928955078,223.9276885986328,S10,box,1
6,0.07500000298023224,0.3213602304458618,0.030215276405215263,0.8291744589805603,0.02770044282078743,223.96170043945312,224.00778198242188,S10,box,1
7,0.08749999850988388,0.33830133080482483,0.03592808172106743,0.8451106548309326,0.024583565071225166,224.03506469726562,224.07901000976562,S10,box,1
8,0.10000000149011612,0.3525732159614563,0.036960333585739136,0.8581316471099854,0.024634825065732002,224.14935302734375,224.1919403076172,S10,box,1
9,0.11249999701976776,0.3686576783657074,0.04305408522486687,0.8681255578994751,0.024510182440280914,224.27188110351562,224.31338500976562,S10,box,1
10,0.125,0.37444034218788147,0.04531635716557503,0.873799204826355,0.02645556628704071,224.35479736328125,224.39564514160156,S10,box,1
11,0.13750000298023224,0.377102255821228,0.04850595444440842,0.8829461932182312,0.02258147858083248,224.4281005859375,224.46893310546875,S10,box,1
12,0.15000000596046448,0.3722684681415558,0.04750862717628479,0.8774380683898926,0.024509940296411514,224.5524139404297,224.59292602539062,S10,box,1
13,0.16249999403953552,0.36998650431632996,0.042894020676612854,0.8797503113746643,0.024815170094370842,224.7038116455078,224.7442626953125,S10,box,1
14,0.17499999701976776,0.36791789531707764,0.04553840309381485,0.8827561140060425,0.02291160076856613,224.8743896484375,224.91543579101562,S10,box,1
15,0.1875,0.3691672682762146,0.04669097810983658,0.8830967545509338,0.023126395419239998,224.9458770751953,224.98675537109375,S10,box,1
