step,t,delta_norm_mean,delta_norm_std,cos_prev_mean,cos_prev_std,vc_norm_mean,vu_norm_mean,subj,action,seed
0,0.0,0.25190550088882446,0.01486368291079998,nan,nan,222.78509521484375,222.84222412109375,S10,box,0
1,0.012500000186264515,0.2589362561702728,0.016002556309103966,0.754541277885437,0.02889097109436989,223.0470733642578,223.1024169921875,S10,box,0
2,0.02500000037252903,0.26986977458000183,0.017850084230303764,0.7681209444999695,0.030182115733623505,223.2971649169922,223.3502655029297,S10,box,0
3,0.03750000149011612,0.28183597326278687,0.01872101239860058,0.7883249521255493,0.027292238548398018,223.50990295410156,223.5609588623047,S10,box,0
4,0.05000000074505806,0.2967004179954529,0.022875335067510605,0.8039659857749939,0.027179734781384468,223.69595336914062,223.7447052001953,S10,box,0
5,0.0625,0.31187671422958374,0.026193343102931976,0.8223357796669006,0.027333835139870644,223.8526611328125,223.89920043945312,S10,box,0
6,0.07500000298023224,0.32404300570487976,0.03019224852323532,0.8370485901832581,0.025144755840301514,224.0173797607422,224.06202697753906,S10,box,0
7,0.08749999850988388,0.3348352015018463,0.03850064426660538,0.8469899296760559,0.022961413487792015,224.15744018554688,224.20008850097656,S10,box,0
8,0.10000000149011612,0.3423704504966736,0.04916883632540703,0.8493181467056274,0.03225081041455269,224.31991577148438,224.3614044189453,S10,box,0
9,0.11249999701976776,0.3516346514225006,0.05672093480825424,0.8579577207565308,0.033819008618593216,224.45999145507812,224.5010223388672,S10,box,0
10,0.125,0.35609301924705505,0.06362396478652954,0.8633348941802979,0.036505717784166336,224.67620849609375,224.71722412109375,S10,box,0
11,0.13750000298023224,0.35494765639305115,0.06256607919931412,0.8649961352348328,0.03593984991312027,224.7966766357422,224.83839416503906,S10,box,0
12,0.15000000596046448,0.34939202666282654,0.05486277490854263,0.8662039041519165,0.03694622963666916,224.9528350830078,224.99563598632812,S10,box,0
13,0.16249999403953552,0.3487543761730194,0.05631610378623009,0.8651217222213745,0.03522159531712532,225.1378631591797,225.18215942382812,S10,box,0
14,0.17499999701976776,0.34265241026878357,0.05331288278102875,0.865589439868927,0.037586625665426254,225.28138732910156,225.3272247314453,S10,box,0
15,0.1875,0.3371598422527313,0.051634568721055984,0.8634161949157715,0.03914957866072655,225.4070587158203,225.45440673828125,S10,box,0
16,0.20000000298023224,0.3354950249195099,0.052484795451164246,0.8634060621261597,0.036036714911460876,225.47633361816406,225.52572631835938,S10,box,0
17,0.21250000596046448,0.33787980675697327,0.05219636857509613,0.865186333656311,0.03624429926276207,225.5594024658203,225.6103973388672,S10,box,0
18,0.22499999403953552,0.34263861179351807,0.057494163513183594,0.8694140911102295,0.03519836440682411,225.63687133789062,225.6891326904297,S10,box,0
19,0.23749999701976776,0.3467489778995514,0.05876742675900459,0.8739777207374573,0.035388704389333725,225.65992736816406,225.71328735351562,S10,box,0
20,0.25,0.3532785177230835,0.06077386066317558,0.8812037110328674,0.03330492973327637,225.7203369140625,225.77491760253906,S10,box,0
21,0.26249998807907104,0.35807374119758606,0.05902939289808273,0.8848827481269836,0.030924096703529358,225.71734619140625,225.77285766601562,S10,box,0
22,0.2750000059604645,0.3622714579105377,0.0586874820291996,0.8891472816467285,0.02892395295202732,225.7108917236328,225.76730346679688,S10,box,0
23,0.2874999940395355,0.365253746509552,0.05671467259526253,0.8932653069496155,0.027082404121756554,225.70285034179688,225.7596893310547,S10,box,0
24,0.30000001192092896,0.3694532513618469,0.05405668169260025,0.8966541886329651,0.024914998561143875,225.6827850341797,225.739990234375,S10,box,0
25,0.3125,0.37323859333992004,0.0554635152220726,0.899057149887085,0.025287538766860962,225.65675354003906,225.7145538330078,S10,box,0
26,0.32499998807907104,0.3742896616458893,0.054959457367658615,0.903277575969696,0.024474794045090675,225.6085205078125,225.666259765625,S10,box,0
