step,t,delta_norm_mean,delta_norm_std,cos_prev_mean,cos_prev_std,vc_norm_mean,vu_norm_mean,subj,action,seed
0,0.0,0.0,0.0,nan,nan,222.78509521484375,222.78509521484375,S10,box,0
1,0.019999999552965164,0.0,0.0,0.0,0.0,223.18881225585938,223.18881225585938,S10,box,0
2,0.03999999910593033,0.0,0.0,0.0,0.0,223.5494384765625,223.5494384765625,S10,box,0
3,0.05999999865889549,0.0,0.0,0.0,0.0,223.8410186767578,223.8410186767578,S10,box,0
4,0.07999999821186066,0.0,0.0,0.0,0.0,224.09814453125,224.09814453125,S10,box,0
5,0.10000000149011612,0.0,0.0,0.0,0.0,224.33389282226562,224.33389282226562,S10,box,0
6,0.11999999731779099,0.0,0.0,0.0,0.0,224.60028076171875,224.60028076171875,S10,box,0
7,0.14000000059604645,0.0,0.0,0.0,0.0,224.867431640625,224.867431640625,S10,box,0
8,0.1599999964237213,0.0,0.0,0.0,0.0,225.1976318359375,225.1976318359375,S10,box,0
9,0.18000000715255737,0.0,0.0,0.0,0.0,225.44178771972656,225.44178771972656,S10,box,0
10,0.20000000298023224,0.0,0.0,0.0,0.0,225.7088165283203,225.7088165283203,S10,box,0
11,0.2199999988079071,0.0,0.0,0.0,0.0,225.76287841796875,225.76287841796875,S10,box,0
12,0.23999999463558197,0.0,0.0,0.0,0.0,225.78195190429688,225.78195190429688,S10,box,0
13,0.25999999046325684,0.0,0.0,0.0,0.0,225.82191467285156,225.82191467285156,S10,box,0
14,0.2800000011920929,0.0,0.0,0.0,0.0,225.8192138671875,225.8192138671875,S10,box,0
15,0.30000001192092896,0.0,0.0,0.0,0.0,225.80410766601562,225.80410766601562,S10,box,0
16,0.3199999928474426,0.0,0.0,0.0,0.0,225.7476043701172,225.7476043701172,S10,box,0
17,0.3400000035762787,0.0,0.0,0.0,0.0,225.69400024414062,225.69400024414062,S10,box,0
18,0.36000001430511475,0.0,0.0,0.0,0.0,225.6780242919922,225.6780242919922,S10,box,0
19,0.3799999952316284,0.0,0.0,0.0,0.0,225.5928955078125,225.5928955078125,S10,box,0
20,0.4000000059604645,0.0,0.0,0.0,0.0,225.5726776123047,225.5726776123047,S10,box,0
21,0.41999998688697815,0.0,0.0,0.0,0.0,225.49652099609375,225.49652099609375,S10,box,0
22,0.4399999976158142,0.0,0.0,0.0,0.0,225.4361114501953,225.4361114501953,S10,box,0
23,0.46000000834465027,0.0,0.0,0.0,0.0,225.3783721923828,225.3783721923828,S10,box,0
24,0.47999998927116394,0.0,0.0,0.0,0.0,225.31378173828125,225.31378173828125,S10,box,0
25,0.5,0.0,0.0,0.0,0.0,225.2501678466797,225.2501678466797,S10,box,0
26,0.5199999809265137,0.0,0.0,0.0,0.0,225.15313720703125,225.15313720703125,S10,box,0
27,0.5400000214576721,0.0,0.0,0.0,0.0,225.05459594726562,225.05459594726562,S10,box,0
28,0.5600000023841858,0.0,0.0,0.0,0.0,224.97604370117188,224.97604370117188,S10,box,0
29,0.5799999833106995,0.0,0.0,0.0,0.0,224.90347290039062,224.90347290039062,S10,box,0
30,0.6000000238418579,0.0,0.0,0.0,0.0,224.80030822753906,224.80030822753906,S10,box,0
31,0.6200000047683716,0.0,0.0,0.0,0.0,224.72401428222656,224.72401428222656,S10,box,0
32,0.6399999856948853,0.0,0.0,0.0,0.0,224.62677001953125,224.62677001953125,S10,box,0
33,0.6600000262260437,0.0,0.0,0.0,0.0,224.50372314453125,224.50372314453125,S10,box,0
34,0.6800000071525574,0.0,0.0,0.0,0.0,224.42898559570312,224.42898559570312,S10,box,0
35,0.699999988079071,0.0,0.0,0.0,0.0,224.3570098876953,224.3570098876953,S10,box,0
